"Report Name: Bing_Raw"
"Report Time: 1/2/2017,4/11/2017"
"Time Zone: (GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi"
"Last Completed Available Day: 5/11/2017 4:35:00 AM (GMT)"
"Last Completed Available Hour: 5/11/2017 4:35:00 AM (GMT)"
"Report Aggregation: Day"
"Report Filter: "
"Rows: 3473"

"Gregorian date","Account name","Device type","Campaign name","Ad distribution","Impressions","Clicks","Spend","Conversions"
"2017-03-23","DSP Blackrock","Computer","Search_PAN_India_Brand_BMM_Desktop","Search","72","5","36.76","0"
"2017-03-23","DSP Blackrock","Computer","Search_PAN_India_Brand_Exact_Desktop","Search","47","13","74.85","1"
"2017-03-23","DSP Blackrock","Computer","Search_PAN_India_ELSS_BMM_Desktop","Search","31","0","0.00","0"
"2017-03-23","DSP Blackrock","Computer","Search_PAN_India_ELSS_Exact_Desktop","Search","34","0","0.00","0"
"2017-03-23","DSP Blackrock","Smartphone","Search_PAN_India_Brand_BMM_Desktop","Search","35","3","27.40","0"
"2017-03-23","DSP Blackrock","Smartphone","Search_PAN_India_Brand_Exact_Desktop","Search","11","1","3.34","0"
"2017-03-23","DSP Blackrock","Smartphone","Search_PAN_India_ELSS_BMM_Desktop","Search","32","0","0.00","0"
"2017-03-23","DSP Blackrock","Smartphone","Search_PAN_India_ELSS_Exact_Desktop","Search","76","2","13.37","0"
"2017-03-23","DSP Blackrock","Tablet","Search_PAN_India_Brand_Exact_Desktop","Search","2","1","19.38","0"
"2017-03-23","DSP Blackrock","Tablet","Search_PAN_India_ELSS_BMM_Desktop","Search","1","0","0.00","0"
"2017-03-23","DSP Blackrock","Tablet","Search_PAN_India_ELSS_Exact_Desktop","Search","1","0","0.00","0"
"2017-03-24","DSP Blackrock","Computer","Search_PAN_India_Brand_BMM_Desktop","Search","221","16","89.55","0"
"2017-03-24","DSP Blackrock","Computer","Search_PAN_India_Brand_Exact_Desktop","Search","186","20","122.30","1"
"2017-03-24","DSP Blackrock","Computer","Search_PAN_India_ELSS_BMM_Desktop","Search","74","4","97.57","0"
"2017-03-24","DSP Blackrock","Computer","Search_PAN_India_ELSS_Exact_Desktop","Search","108","3","68.17","0"
"2017-03-24","DSP Blackrock","Smartphone","Search_PAN_India_Brand_BMM_Desktop","Search","80","12","66.83","1"
"2017-03-24","DSP Blackrock","Smartphone","Search_PAN_India_Brand_Exact_Desktop","Search","45","11","84.21","0"
"2017-03-24","DSP Blackrock","Smartphone","Search_PAN_India_ELSS_BMM_Desktop","Search","68","4","36.72","0"
"2017-03-24","DSP Blackrock","Smartphone","Search_PAN_India_ELSS_Exact_Desktop","Search","78","3","18.71","0"
"2017-03-24","DSP Blackrock","Tablet","Search_PAN_India_Brand_BMM_Desktop","Search","1","0","0.00","0"
"2017-03-24","DSP Blackrock","Tablet","Search_PAN_India_ELSS_BMM_Desktop","Search","4","1","18.04","0"
"2017-03-24","DSP Blackrock","Tablet","Search_PAN_India_ELSS_Exact_Desktop","Search","4","0","0.00","0"
"2017-03-25","DSP Blackrock","Computer","Search_PAN_India_Brand_BMM_Desktop","Search","173","9","24.73","1"
"2017-03-25","DSP Blackrock","Computer","Search_PAN_India_Brand_Exact_Desktop","Search","192","17","80.86","6"
"2017-03-25","DSP Blackrock","Computer","Search_PAN_India_ELSS_BMM_Desktop","Search","85","9","152.37","0"
"2017-03-25","DSP Blackrock","Computer","Search_PAN_India_ELSS_Exact_Desktop","Search","146","4","88.88","0"
"2017-03-25","DSP Blackrock","Smartphone","Search_PAN_India_Brand_BMM_Desktop","Search","56","4","13.37","0"
"2017-03-25","DSP Blackrock","Smartphone","Search_PAN_India_Brand_Exact_Desktop","Search","32","7","82.20","0"
"2017-03-25","DSP Blackrock","Smartphone","Search_PAN_India_ELSS_BMM_Desktop","Search","61","3","12.03","0"
"2017-03-25","DSP Blackrock","Smartphone","Search_PAN_India_ELSS_Exact_Desktop","Search","105","2","6.01","0"
"2017-03-25","DSP Blackrock","Tablet","Search_PAN_India_Brand_BMM_Desktop","Search","1","0","0.00","0"
"2017-03-25","DSP Blackrock","Tablet","Search_PAN_India_ELSS_BMM_Desktop","Search","2","0","0.00","0"
"2017-03-25","DSP Blackrock","Tablet","Search_PAN_India_ELSS_Exact_Desktop","Search","1","0","0.00","0"
"2017-03-26","DSP Blackrock","Computer","Search_PAN_India_Brand_BMM_Desktop","Search","88","9","28.74","1"
"2017-03-26","DSP Blackrock","Computer","Search_PAN_India_Brand_Exact_Desktop","Search","161","19","78.86","6"
"2017-03-26","DSP Blackrock","Computer","Search_PAN_India_ELSS_BMM_Desktop","Search","61","3","72.18","0"
"2017-03-26","DSP Blackrock","Computer","Search_PAN_India_ELSS_Exact_Desktop","Search","91","8","181.78","1"
"2017-03-26","DSP Blackrock","Smartphone","Search_PAN_India_Brand_BMM_Desktop","Search","49","3","18.67","0"
"2017-03-26","DSP Blackrock","Smartphone","Search_PAN_India_Brand_Exact_Desktop","Search","17","9","54.80","0"
"2017-03-26","DSP Blackrock","Smartphone","Search_PAN_India_ELSS_BMM_Desktop","Search","79","4","30.74","0"
"2017-03-26","DSP Blackrock","Smartphone","Search_PAN_India_ELSS_Exact_Desktop","Search","96","5","17.38","0"
"2017-03-26","DSP Blackrock","Tablet","Search_PAN_India_Brand_BMM_Desktop","Search","1","0","0.00","0"
"2017-03-26","DSP Blackrock","Tablet","Search_PAN_India_ELSS_BMM_Desktop","Search","4","0","0.00","0"
"2017-03-26","DSP Blackrock","Tablet","Search_PAN_India_ELSS_Exact_Desktop","Search","13","0","0.00","0"
"2017-03-27","DSP Blackrock","Computer","Search_PAN_India_Brand_BMM_Desktop","Search","215","6","12.03","1"
"2017-03-27","DSP Blackrock","Computer","Search_PAN_India_Brand_Exact_Desktop","Search","217","31","130.99","3"
"2017-03-27","DSP Blackrock","Computer","Search_PAN_India_ELSS_BMM_Desktop","Search","88","6","136.33","0"
"2017-03-27","DSP Blackrock","Computer","Search_PAN_India_ELSS_Exact_Desktop","Search","186","10","239.92","1"
"2017-03-27","DSP Blackrock","Smartphone","Search_PAN_India_Brand_BMM_Desktop","Search","50","4","16.04","0"
"2017-03-27","DSP Blackrock","Smartphone","Search_PAN_India_Brand_Exact_Desktop","Search","42","2","9.36","0"
"2017-03-27","DSP Blackrock","Smartphone","Search_PAN_India_ELSS_BMM_Desktop","Search","84","2","10.69","0"
"2017-03-27","DSP Blackrock","Smartphone","Search_PAN_India_ELSS_Exact_Desktop","Search","99","3","14.70","0"
"2017-03-27","DSP Blackrock","Tablet","Search_PAN_India_Brand_Exact_Desktop","Search","4","0","0.00","0"
"2017-03-27","DSP Blackrock","Tablet","Search_PAN_India_ELSS_BMM_Desktop","Search","2","0","0.00","0"
"2017-03-27","DSP Blackrock","Tablet","Search_PAN_India_ELSS_Exact_Desktop","Search","24","0","0.00","0"
"2017-03-28","DSP Blackrock","Computer","Search_PAN_India_Brand_BMM_Desktop","Search","247","12","60.15","0"
"2017-03-28","DSP Blackrock","Computer","Search_PAN_India_Brand_Exact_Desktop","Search","270","31","223.88","0"
"2017-03-28","DSP Blackrock","Computer","Search_PAN_India_ELSS_BMM_Desktop","Search","123","7","121.63","0"
"2017-03-28","DSP Blackrock","Computer","Search_PAN_India_ELSS_Exact_Desktop","Search","184","7","100.91","0"
"2017-03-28","DSP Blackrock","Smartphone","Search_PAN_India_Brand_BMM_Desktop","Search","73","3","4.68","0"
"2017-03-28","DSP Blackrock","Smartphone","Search_PAN_India_Brand_Exact_Desktop","Search","48","9","55.47","0"
"2017-03-28","DSP Blackrock","Smartphone","Search_PAN_India_ELSS_BMM_Desktop","Search","63","5","45.44","0"
"2017-03-28","DSP Blackrock","Smartphone","Search_PAN_India_ELSS_Exact_Desktop","Search","149","5","26.04","0"
"2017-03-28","DSP Blackrock","Tablet","Search_PAN_India_Brand_BMM_Desktop","Search","1","0","0.00","0"
"2017-03-28","DSP Blackrock","Tablet","Search_PAN_India_Brand_Exact_Desktop","Search","5","2","1.34","0"
"2017-03-28","DSP Blackrock","Tablet","Search_PAN_India_ELSS_BMM_Desktop","Search","2","0","0.00","0"
"2017-03-28","DSP Blackrock","Tablet","Search_PAN_India_ELSS_Exact_Desktop","Search","14","1","26.73","0"
"2017-03-29","DSP Blackrock","Computer","Search_PAN_India_Brand_BMM_Desktop","Search","219","5","16.04","0"
"2017-03-29","DSP Blackrock","Computer","Search_PAN_India_Brand_Exact_Desktop","Search","273","35","304.74","0"
"2017-03-29","DSP Blackrock","Computer","Search_PAN_India_ELSS_BMM_Desktop","Search","106","5","92.89","0"
"2017-03-29","DSP Blackrock","Computer","Search_PAN_India_ELSS_Exact_Desktop","Search","158","6","122.97","0"
"2017-03-29","DSP Blackrock","Smartphone","Search_PAN_India_Brand_BMM_Desktop","Search","66","7","39.37","0"
"2017-03-29","DSP Blackrock","Smartphone","Search_PAN_India_Brand_Exact_Desktop","Search","40","3","28.74","0"
"2017-03-29","DSP Blackrock","Smartphone","Search_PAN_India_ELSS_BMM_Desktop","Search","106","5","31.35","0"
"2017-03-29","DSP Blackrock","Smartphone","Search_PAN_India_ELSS_Exact_Desktop","Search","116","1","2.67","0"
"2017-03-29","DSP Blackrock","Tablet","Search_PAN_India_Brand_Exact_Desktop","Search","2","0","0.00","0"
"2017-03-29","DSP Blackrock","Tablet","Search_PAN_India_ELSS_Exact_Desktop","Search","3","0","0.00","0"
"2017-03-30","DSP Blackrock","Computer","Search_PAN_India_Brand_BMM_Desktop","Search","169","13","149.70","0"
"2017-03-30","DSP Blackrock","Computer","Search_PAN_India_Brand_Exact_Desktop","Search","284","41","363.56","0"
"2017-03-30","DSP Blackrock","Computer","Search_PAN_India_ELSS_BMM_Desktop","Search","115","11","89.55","0"
"2017-03-30","DSP Blackrock","Computer","Search_PAN_India_ELSS_Exact_Desktop","Search","150","7","141.68","0"
"2017-03-30","DSP Blackrock","Smartphone","Search_PAN_India_Brand_BMM_Desktop","Search","67","5","23.39","0"
"2017-03-30","DSP Blackrock","Smartphone","Search_PAN_India_Brand_Exact_Desktop","Search","38","9","35.42","0"
"2017-03-30","DSP Blackrock","Smartphone","Search_PAN_India_ELSS_BMM_Desktop","Search","87","4","30.07","0"
"2017-03-30","DSP Blackrock","Smartphone","Search_PAN_India_ELSS_Exact_Desktop","Search","90","2","10.69","0"
"2017-03-30","DSP Blackrock","Tablet","Search_PAN_India_Brand_BMM_Desktop","Search","1","0","0.00","0"
"2017-03-30","DSP Blackrock","Tablet","Search_PAN_India_Brand_Exact_Desktop","Search","2","1","10.02","0"
"2017-03-30","DSP Blackrock","Tablet","Search_PAN_India_ELSS_BMM_Desktop","Search","1","0","0.00","0"
"2017-03-30","DSP Blackrock","Tablet","Search_PAN_India_ELSS_Exact_Desktop","Search","3","0","0.00","0"
"2017-03-31","DSP Blackrock","Computer","Search_PAN_India_Brand_BMM_Desktop","Search","147","13","64.16","0"
"2017-03-31","DSP Blackrock","Computer","Search_PAN_India_Brand_Exact_Desktop","Search","292","40","205.17","0"
"2017-03-31","DSP Blackrock","Computer","Search_PAN_India_ELSS_BMM_Desktop","Search","64","6","116.28","0"
"2017-03-31","DSP Blackrock","Computer","Search_PAN_India_ELSS_Exact_Desktop","Search","68","4","76.85","0"
"2017-03-31","DSP Blackrock","Smartphone","Search_PAN_India_Brand_BMM_Desktop","Search","66","5","28.07","0"
"2017-03-31","DSP Blackrock","Smartphone","Search_PAN_India_Brand_Exact_Desktop","Search","51","5","43.44","0"
"2017-03-31","DSP Blackrock","Smartphone","Search_PAN_India_ELSS_BMM_Desktop","Search","37","0","0.00","0"
"2017-03-31","DSP Blackrock","Smartphone","Search_PAN_India_ELSS_Exact_Desktop","Search","48","1","2.67","0"
"2017-03-31","DSP Blackrock","Tablet","Search_PAN_India_Brand_Exact_Desktop","Search","1","0","0.00","0"
"2017-03-31","DSP Blackrock","Tablet","Search_PAN_India_ELSS_Exact_Desktop","Search","1","0","0.00","0"
"2017-04-01","DSP Blackrock","Computer","Search_PAN_India_Brand_BMM_Desktop","Search","154","11","49.99","0"
"2017-04-01","DSP Blackrock","Computer","Search_PAN_India_Brand_Exact_Desktop","Search","178","11","49.34","0"
"2017-04-01","DSP Blackrock","Smartphone","Search_PAN_India_Brand_BMM_Desktop","Search","55","1","2.00","0"
"2017-04-01","DSP Blackrock","Smartphone","Search_PAN_India_Brand_Exact_Desktop","Search","41","2","17.83","0"
"2017-04-02","DSP Blackrock","Computer","Search_PAN_India_Brand_BMM_Desktop","Search","87","13","122.04","0"
"2017-04-02","DSP Blackrock","Computer","Search_PAN_India_Brand_Exact_Desktop","Search","131","16","95.43","0"
"2017-04-02","DSP Blackrock","Smartphone","Search_PAN_India_Brand_BMM_Desktop","Search","80","5","22.94","0"
"2017-04-02","DSP Blackrock","Smartphone","Search_PAN_India_Brand_Exact_Desktop","Search","27","5","21.49","0"
"2017-04-02","DSP Blackrock","Tablet","Search_PAN_India_Brand_Exact_Desktop","Search","4","0","0.00","0"
"2017-04-03","DSP Blackrock","Computer","Search_PAN_India_Brand_BMM_Desktop","Search","167","17","87.64","0"
"2017-04-03","DSP Blackrock","Computer","Search_PAN_India_Brand_Exact_Desktop","Search","214","19","212.28","0"
"2017-04-03","DSP Blackrock","Computer","Search_PAN_India_Core_BalancedFunds_BMM_Desktop","Search","3","1","12.98","0"
"2017-04-03","DSP Blackrock","Computer","Search_PAN_India_Core_BalancedFunds_Exact_Desktop","Search","3","0","0.00","0"
"2017-04-03","DSP Blackrock","Computer","Search_PAN_India_Core_DF_Exact_Desktop","Search","1","0","0.00","0"
"2017-04-03","DSP Blackrock","Computer","Search_PAN_India_Core_LargeCapFund_BMM_Desktop","Search","1","0","0.00","0"
"2017-04-03","DSP Blackrock","Computer","Search_PAN_India_Generic_Main_BMM_Desktop","Search","84","4","79.85","0"
"2017-04-03","DSP Blackrock","Computer","Search_PAN_India_Mid_Cap_Fund_BMM_Desktop","Search","2","0","0.00","0"
"2017-04-03","DSP Blackrock","Computer","Search_PAN_India_Mid_Cap_Fund_Exact_Desktop","Search","3","0","0.00","0"
"2017-04-03","DSP Blackrock","Smartphone","Search_PAN_India_Brand_BMM_Desktop","Search","86","6","45.34","0"
"2017-04-03","DSP Blackrock","Smartphone","Search_PAN_India_Brand_Exact_Desktop","Search","30","2","14.58","0"
"2017-04-03","DSP Blackrock","Smartphone","Search_PAN_India_Core_BalancedFunds_Exact_Desktop","Search","13","0","0.00","0"
"2017-04-03","DSP Blackrock","Smartphone","Search_PAN_India_Core_DF_Exact_Desktop","Search","7","0","0.00","0"
"2017-04-03","DSP Blackrock","Smartphone","Search_PAN_India_Core_HybridFund_BMM_Desktop","Search","2","0","0.00","0"
"2017-04-03","DSP Blackrock","Smartphone","Search_PAN_India_Core_LargeCapFund_BMM_Desktop","Search","1","0","0.00","0"
"2017-04-03","DSP Blackrock","Smartphone","Search_PAN_India_Core_LargeCapFund_Exact_Desktop","Search","3","0","0.00","0"
"2017-04-03","DSP Blackrock","Smartphone","Search_PAN_India_Generic_Main_BMM_Desktop","Search","444","43","449.23","0"
"2017-04-03","DSP Blackrock","Smartphone","Search_PAN_India_Mid_Cap_Fund_BMM_Desktop","Search","5","0","0.00","0"
"2017-04-03","DSP Blackrock","Smartphone","Search_PAN_India_Mid_Cap_Fund_Exact_Desktop","Search","4","0","0.00","0"
"2017-04-03","DSP Blackrock","Tablet","Search_PAN_India_Brand_BMM_Desktop","Search","1","0","0.00","0"
"2017-04-03","DSP Blackrock","Tablet","Search_PAN_India_Brand_Exact_Desktop","Search","2","1","7.14","0"
"2017-04-03","DSP Blackrock","Tablet","Search_PAN_India_Generic_Main_BMM_Desktop","Search","4","0","0.00","0"
"2017-04-04","DSP Blackrock","Computer","Search_PAN_India_Brand_BMM_Desktop","Search","168","13","33.76","0"
"2017-04-04","DSP Blackrock","Computer","Search_PAN_India_Brand_Exact_Desktop","Search","168","24","99.97","0"
"2017-04-04","DSP Blackrock","Computer","Search_PAN_India_Core_BalancedFunds_BMM_Desktop","Search","7","0","0.00","0"
"2017-04-04","DSP Blackrock","Computer","Search_PAN_India_Core_BalancedFunds_Exact_Desktop","Search","9","0","0.00","0"
"2017-04-04","DSP Blackrock","Computer","Search_PAN_India_Core_DF_BMM_Desktop","Search","4","0","0.00","0"
"2017-04-04","DSP Blackrock","Computer","Search_PAN_India_Core_DF_Exact_Desktop","Search","1","0","0.00","0"
"2017-04-04","DSP Blackrock","Computer","Search_PAN_India_Core_HybridFund_BMM_Desktop","Search","2","0","0.00","0"
"2017-04-04","DSP Blackrock","Computer","Search_PAN_India_Core_HybridFund_Exact_Desktop","Search","1","0","0.00","0"
"2017-04-04","DSP Blackrock","Computer","Search_PAN_India_Core_LargeCapFund_BMM_Desktop","Search","9","0","0.00","0"
"2017-04-04","DSP Blackrock","Computer","Search_PAN_India_Generic_Main_BMM_Desktop","Search","190","5","59.07","0"
"2017-04-04","DSP Blackrock","Computer","Search_PAN_India_Mid_Cap_Fund_BMM_Desktop","Search","8","0","0.00","0"
"2017-04-04","DSP Blackrock","Computer","Search_PAN_India_Mid_Cap_Fund_Exact_Desktop","Search","11","0","0.00","0"
"2017-04-04","DSP Blackrock","Computer","Search_PAN_India_Small_Cap_Fund_BMM_Desktop","Search","7","0","0.00","0"
"2017-04-04","DSP Blackrock","Smartphone","Search_PAN_India_Brand_BMM_Desktop","Search","105","7","38.95","0"
"2017-04-04","DSP Blackrock","Smartphone","Search_PAN_India_Brand_Exact_Desktop","Search","41","3","5.19","0"
"2017-04-04","DSP Blackrock","Smartphone","Search_PAN_India_Core_BalancedFunds_Exact_Desktop","Search","35","4","20.77","0"
"2017-04-04","DSP Blackrock","Smartphone","Search_PAN_India_Core_DF_BMM_Desktop","Search","2","0","0.00","0"
"2017-04-04","DSP Blackrock","Smartphone","Search_PAN_India_Core_DF_Exact_Desktop","Search","3","0","0.00","0"
"2017-04-04","DSP Blackrock","Smartphone","Search_PAN_India_Core_LargeCapFund_BMM_Desktop","Search","1","0","0.00","0"
"2017-04-04","DSP Blackrock","Smartphone","Search_PAN_India_Core_LargeCapFund_Exact_Desktop","Search","13","2","9.09","0"
"2017-04-04","DSP Blackrock","Smartphone","Search_PAN_India_Generic_Main_BMM_Desktop","Search","380","38","485.66","0"
"2017-04-04","DSP Blackrock","Smartphone","Search_PAN_India_Mid_Cap_Fund_BMM_Desktop","Search","20","0","0.00","0"
"2017-04-04","DSP Blackrock","Smartphone","Search_PAN_India_Mid_Cap_Fund_Exact_Desktop","Search","27","5","37.65","0"
"2017-04-04","DSP Blackrock","Smartphone","Search_PAN_India_Small_Cap_Fund_BMM_Desktop","Search","2","0","0.00","0"
"2017-04-04","DSP Blackrock","Tablet","Search_PAN_India_Brand_Exact_Desktop","Search","1","1","16.88","0"
"2017-04-04","DSP Blackrock","Tablet","Search_PAN_India_Core_BalancedFunds_Exact_Desktop","Search","1","0","0.00","0"
"2017-04-04","DSP Blackrock","Tablet","Search_PAN_India_Core_DF_Exact_Desktop","Search","1","0","0.00","0"
"2017-04-04","DSP Blackrock","Tablet","Search_PAN_India_Core_LargeCapFund_Exact_Desktop","Search","1","0","0.00","0"
"2017-04-04","DSP Blackrock","Tablet","Search_PAN_India_Generic_Main_BMM_Desktop","Search","4","0","0.00","0"
"2017-04-04","DSP Blackrock","Tablet","Search_PAN_India_Mid_Cap_Fund_BMM_Desktop","Search","2","0","0.00","0"
"2017-04-05","DSP Blackrock","Computer","Search_PAN_India_Brand_BMM_Desktop","Search","135","7","29.86","0"
"2017-04-05","DSP Blackrock","Computer","Search_PAN_India_Brand_Exact_Desktop","Search","223","36","153.85","0"
"2017-04-05","DSP Blackrock","Computer","Search_PAN_India_Core_BalancedFunds_BMM_Desktop","Search","7","1","5.19","0"
"2017-04-05","DSP Blackrock","Computer","Search_PAN_India_Core_BalancedFunds_Exact_Desktop","Search","18","0","0.00","0"
"2017-04-05","DSP Blackrock","Computer","Search_PAN_India_Core_DF_BMM_Desktop","Search","2","1","14.93","0"
"2017-04-05","DSP Blackrock","Computer","Search_PAN_India_Core_DF_Exact_Desktop","Search","2","0","0.00","0"
"2017-04-05","DSP Blackrock","Computer","Search_PAN_India_Core_HybridFund_BMM_Desktop","Search","1","0","0.00","0"
"2017-04-05","DSP Blackrock","Computer","Search_PAN_India_Core_LargeCapFund_BMM_Desktop","Search","4","0","0.00","0"
"2017-04-05","DSP Blackrock","Computer","Search_PAN_India_Core_LargeCapFund_Exact_Desktop","Search","4","0","0.00","0"
"2017-04-05","DSP Blackrock","Computer","Search_PAN_India_Generic_Main_BMM_Desktop","Search","213","5","92.83","0"
"2017-04-05","DSP Blackrock","Computer","Search_PAN_India_Mid_Cap_Fund_BMM_Desktop","Search","31","1","3.25","0"
"2017-04-05","DSP Blackrock","Computer","Search_PAN_India_Mid_Cap_Fund_Exact_Desktop","Search","28","2","22.72","0"
"2017-04-05","DSP Blackrock","Computer","Search_PAN_India_Small_Cap_Fund_BMM_Desktop","Search","5","0","0.00","0"
"2017-04-05","DSP Blackrock","Smartphone","Search_PAN_India_Brand_BMM_Desktop","Search","82","4","17.63","0"
"2017-04-05","DSP Blackrock","Smartphone","Search_PAN_India_Brand_Exact_Desktop","Search","36","6","32.59","0"
"2017-04-05","DSP Blackrock","Smartphone","Search_PAN_India_Core_BalancedFunds_Exact_Desktop","Search","48","9","40.90","0"
"2017-04-05","DSP Blackrock","Smartphone","Search_PAN_India_Core_DF_BMM_Desktop","Search","3","0","0.00","0"
"2017-04-05","DSP Blackrock","Smartphone","Search_PAN_India_Core_DF_Exact_Desktop","Search","1","0","0.00","0"
"2017-04-05","DSP Blackrock","Smartphone","Search_PAN_India_Core_HybridFund_BMM_Desktop","Search","1","0","0.00","0"
"2017-04-05","DSP Blackrock","Smartphone","Search_PAN_India_Core_HybridFund_Exact_Desktop","Search","1","0","0.00","0"
"2017-04-05","DSP Blackrock","Smartphone","Search_PAN_India_Core_LargeCapFund_BMM_Desktop","Search","1","0","0.00","0"
"2017-04-05","DSP Blackrock","Smartphone","Search_PAN_India_Core_LargeCapFund_Exact_Desktop","Search","7","2","8.44","0"
"2017-04-05","DSP Blackrock","Smartphone","Search_PAN_India_Generic_Main_BMM_Desktop","Search","369","29","413.01","0"
"2017-04-05","DSP Blackrock","Smartphone","Search_PAN_India_Mid_Cap_Fund_BMM_Desktop","Search","10","0","0.00","0"
"2017-04-05","DSP Blackrock","Smartphone","Search_PAN_India_Mid_Cap_Fund_Exact_Desktop","Search","17","3","12.33","0"
"2017-04-05","DSP Blackrock","Smartphone","Search_PAN_India_Small_Cap_Fund_BMM_Desktop","Search","2","0","0.00","0"
"2017-04-05","DSP Blackrock","Tablet","Search_PAN_India_Brand_Exact_Desktop","Search","1","0","0.00","0"
"2017-04-05","DSP Blackrock","Tablet","Search_PAN_India_Generic_Main_BMM_Desktop","Search","4","0","0.00","0"
"2017-04-06","DSP Blackrock","Computer","Search_PAN_India_Brand_BMM_Desktop","Search","226","23","101.27","0"
"2017-04-06","DSP Blackrock","Computer","Search_PAN_India_Brand_Exact_Desktop","Search","180","18","68.16","0"
"2017-04-06","DSP Blackrock","Computer","Search_PAN_India_Core_BalancedFunds_BMM_Desktop","Search","2","0","0.00","0"
"2017-04-06","DSP Blackrock","Computer","Search_PAN_India_Core_BalancedFunds_Exact_Desktop","Search","18","0","0.00","0"
"2017-04-06","DSP Blackrock","Computer","Search_PAN_India_Core_DF_BMM_Desktop","Search","1","0","0.00","0"
"2017-04-06","DSP Blackrock","Computer","Search_PAN_India_Core_DF_Exact_Desktop","Search","4","0","0.00","0"
"2017-04-06","DSP Blackrock","Computer","Search_PAN_India_Core_LargeCapFund_BMM_Desktop","Search","3","1","16.23","0"
"2017-04-06","DSP Blackrock","Computer","Search_PAN_India_Core_LargeCapFund_Exact_Desktop","Search","7","1","24.67","0"
"2017-04-06","DSP Blackrock","Computer","Search_PAN_India_Generic_Main_BMM_Desktop","Search","158","3","31.81","0"
"2017-04-06","DSP Blackrock","Computer","Search_PAN_India_Mid_Cap_Fund_BMM_Desktop","Search","19","0","0.00","0"
"2017-04-06","DSP Blackrock","Computer","Search_PAN_India_Mid_Cap_Fund_Exact_Desktop","Search","13","0","0.00","0"
"2017-04-06","DSP Blackrock","Computer","Search_PAN_India_Small_Cap_Fund_BMM_Desktop","Search","5","0","0.00","0"
"2017-04-06","DSP Blackrock","Smartphone","Search_PAN_India_Brand_BMM_Desktop","Search","85","8","58.07","0"
"2017-04-06","DSP Blackrock","Smartphone","Search_PAN_India_Brand_Exact_Desktop","Search","50","4","17.53","0"
"2017-04-06","DSP Blackrock","Smartphone","Search_PAN_India_Core_BalancedFunds_Exact_Desktop","Search","34","4","12.98","0"
"2017-04-06","DSP Blackrock","Smartphone","Search_PAN_India_Core_DF_BMM_Desktop","Search","2","1","8.44","0"
"2017-04-06","DSP Blackrock","Smartphone","Search_PAN_India_Core_DF_Exact_Desktop","Search","6","1","9.09","0"
"2017-04-06","DSP Blackrock","Smartphone","Search_PAN_India_Core_LargeCapFund_BMM_Desktop","Search","1","0","0.00","0"
"2017-04-06","DSP Blackrock","Smartphone","Search_PAN_India_Core_LargeCapFund_Exact_Desktop","Search","17","2","5.19","0"
"2017-04-06","DSP Blackrock","Smartphone","Search_PAN_India_Generic_Main_BMM_Desktop","Search","403","37","497.92","0"
"2017-04-06","DSP Blackrock","Smartphone","Search_PAN_India_Mid_Cap_Fund_BMM_Desktop","Search","36","2","16.23","0"
"2017-04-06","DSP Blackrock","Smartphone","Search_PAN_India_Mid_Cap_Fund_Exact_Desktop","Search","26","2","12.98","0"
"2017-04-06","DSP Blackrock","Smartphone","Search_PAN_India_Small_Cap_Fund_BMM_Desktop","Search","7","1","11.04","0"
"2017-04-06","DSP Blackrock","Tablet","Search_PAN_India_Brand_Exact_Desktop","Search","1","2","2.60","0"
"2017-04-06","DSP Blackrock","Tablet","Search_PAN_India_Core_BalancedFunds_Exact_Desktop","Search","1","0","0.00","0"
"2017-04-06","DSP Blackrock","Tablet","Search_PAN_India_Core_DF_Exact_Desktop","Search","2","0","0.00","0"
"2017-04-06","DSP Blackrock","Tablet","Search_PAN_India_Generic_Main_BMM_Desktop","Search","2","0","0.00","0"
"2017-04-06","DSP Blackrock","Tablet","Search_PAN_India_Mid_Cap_Fund_BMM_Desktop","Search","3","0","0.00","0"
"2017-04-07","DSP Blackrock","Computer","Search_PAN_India_Brand_BMM_Desktop","Search","178","20","122.04","0"
"2017-04-07","DSP Blackrock","Computer","Search_PAN_India_Brand_Exact_Desktop","Search","206","26","102.57","0"
"2017-04-07","DSP Blackrock","Computer","Search_PAN_India_Core_BalancedFunds_BMM_Desktop","Search","9","2","9.74","0"
"2017-04-07","DSP Blackrock","Computer","Search_PAN_India_Core_BalancedFunds_Exact_Desktop","Search","26","0","0.00","0"
"2017-04-07","DSP Blackrock","Computer","Search_PAN_India_Core_DF_BMM_Desktop","Search","1","0","0.00","0"
"2017-04-07","DSP Blackrock","Computer","Search_PAN_India_Core_DF_Exact_Desktop","Search","1","0","0.00","0"
"2017-04-07","DSP Blackrock","Computer","Search_PAN_India_Core_HybridFund_BMM_Desktop","Search","1","0","0.00","0"
"2017-04-07","DSP Blackrock","Computer","Search_PAN_India_Core_HybridFund_Exact_Desktop","Search","1","0","0.00","0"
"2017-04-07","DSP Blackrock","Computer","Search_PAN_India_Core_LargeCapFund_BMM_Desktop","Search","3","0","0.00","0"
"2017-04-07","DSP Blackrock","Computer","Search_PAN_India_Core_LargeCapFund_Exact_Desktop","Search","6","0","0.00","0"
"2017-04-07","DSP Blackrock","Computer","Search_PAN_India_Generic_Main_BMM_Desktop","Search","566","8","116.20","0"
